"","country","sex","field.of.education","level.of.education","year","value","flag.codes","flags"
"239","Australia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2016,3509,"",""
"240","Australia","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3291,"",""
"241","Austria","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,13704.218,"",""
"242","Austria","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,13463.406,"",""
"243","Austria","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,14840.026,"",""
"244","Austria","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,16299.704,"",""
"245","Austria","F","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,16586.746,"",""
"246","Austria","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2013,14909.184,"",""
"247","Austria","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2014,15025.657,"",""
"248","Austria","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2015,17008.248,"",""
"249","Austria","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2016,18129.827,"",""
"250","Austria","M","Natural sciences, mathematics and statistics","Total tertiary education (ISCED2011 levels 5 to 8)",2017,18471.143,"",""
"251","Austria","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,9154.393,"",""
"252","Austria","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,9124.115,"",""
"253","Austria","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,9986.815,"",""
"254","Austria","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,11244.894,"",""
"255","Austria","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11372.425,"",""
"256","Austria","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,9493.776,"",""
"257","Austria","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,9889.999,"",""
"258","Austria","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,11239.475,"",""
"259","Austria","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,12307.009,"",""
"260","Austria","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,12427.641,"",""
"261","Austria","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,3305.342,"",""
"262","Austria","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,3143.987,"",""
"263","Austria","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,3662.394,"",""
"264","Austria","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,3884.234,"",""
"265","Austria","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4074.75,"",""
"266","Austria","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2013,3464.438,"",""
"267","Austria","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2014,3298.596,"",""
"268","Austria","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2015,3866.724,"",""
"269","Austria","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2016,3968.928,"",""
"270","Austria","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,4214.543,"",""
"271","Austria","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,1083.483,"",""
"272","Austria","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,1051.804,"",""
"273","Austria","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,1085.817,"",""
"274","Austria","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,1078.243,"",""
"275","Austria","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1070.071,"",""
"276","Austria","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2013,1700.137,"",""
"277","Austria","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2014,1639.395,"",""
"278","Austria","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2015,1744.382,"",""
"279","Austria","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2016,1727.223,"",""
"280","Austria","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1723.458,"",""
"281","Austria","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,2990.286,"",""
"282","Austria","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,3034.561,"",""
"283","Austria","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,3036.074,"",""
"284","Austria","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,3213.897,"",""
"285","Austria","F","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,3447.812,"",""
"286","Austria","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2013,16217.962,"",""
"287","Austria","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2014,16045.724,"",""
"288","Austria","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2015,16119.69,"",""
"289","Austria","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2016,16487.745,"",""
"290","Austria","M","Information and Communication Technologies","Total tertiary education (ISCED2011 levels 5 to 8)",2017,17028.762,"",""
"291","Austria","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,1823.747,"",""
"292","Austria","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,1845.532,"",""
"293","Austria","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,1891.979,"",""
"294","Austria","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,2048.029,"",""
"295","Austria","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2145.634,"",""
"296","Austria","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2013,8898.481,"",""
"297","Austria","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2014,8805.132,"",""
"298","Austria","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2015,8826.05,"",""
"299","Austria","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2016,9344.822,"",""
"300","Austria","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9533.266,"",""
"301","Austria","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,622.139,"",""
"302","Austria","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,659.324,"",""
"303","Austria","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,696.845,"",""
"304","Austria","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,715.363,"",""
"305","Austria","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,792.161,"",""
"306","Austria","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2013,3883.489,"",""
"307","Austria","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2014,3964.836,"",""
"308","Austria","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2015,4140.455,"",""
"309","Austria","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2016,3986.527,"",""
"310","Austria","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,4128.501,"",""
"311","Austria","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2013,177.067,"",""
"312","Austria","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2014,163.539,"",""
"313","Austria","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2015,173.083,"",""
"314","Austria","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2016,170.338,"",""
"315","Austria","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,176.517,"",""
"316","Austria","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2013,931.158,"",""
"317","Austria","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2014,896.256,"",""
"318","Austria","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2015,907.684,"",""
"319","Austria","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2016,874.996,"",""
"320","Austria","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,835.379,"",""
"321","Austria","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2013,17524.531,"",""
"322","Austria","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2014,17834.931,"",""
"323","Austria","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2015,17425.332,"",""
"324","Austria","F","Engineering, manufacturing and construction","Total tertiary education (ISCED2011 levels 5 to 8)",2016,17002.498,"",""
