"","country","sex","field","level.of.education","year","percent","flags"
"926","Greece","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.287,""
"927","Greece","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,6.673,""
"928","Greece","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.726,""
"929","Greece","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.679,""
"930","Greece","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.794,""
"931","Greece","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,26.448,""
"932","Greece","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,26.565,""
"933","Greece","M","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,26.286,""
"934","Greece","T","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.422,""
"935","Greece","F","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.745,""
"936","Greece","M","Business, administration and law","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.159,""
"937","Greece","T","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.773,""
"938","Greece","F","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.136,""
"939","Greece","M","Natural sciences, mathematics and statistics","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.683,""
"940","Greece","T","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,14.512,""
"941","Greece","F","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,12.486,""
"942","Greece","M","Natural sciences, mathematics and statistics","Master’s or equivalent level (ISCED2011 level 7)",2017,17.346,""
"943","Greece","T","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,13.532,""
"944","Greece","F","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.828,""
"945","Greece","M","Natural sciences, mathematics and statistics","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.476,""
"946","Greece","T","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.591,""
"947","Greece","F","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,1.778,""
"948","Greece","M","Information and Communication Technologies","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.751,""
"949","Greece","T","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,3.597,""
"950","Greece","F","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,1.812,""
"951","Greece","M","Information and Communication Technologies","Master’s or equivalent level (ISCED2011 level 7)",2017,6.095,""
"952","Greece","T","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,4.422,""
"953","Greece","F","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0.949,""
"954","Greece","M","Information and Communication Technologies","Doctoral or equivalent level  (ISCED2011 level 8)",2017,7.253,""
"955","Greece","T","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,18.593,""
"956","Greece","F","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.149,""
"957","Greece","M","Engineering, manufacturing and construction","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,30.637,""
"958","Greece","T","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,11.335,""
"959","Greece","F","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,8.121,""
"960","Greece","M","Engineering, manufacturing and construction","Master’s or equivalent level (ISCED2011 level 7)",2017,15.833,""
"961","Greece","T","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,23.015,""
"962","Greece","F","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,18.861,""
"963","Greece","M","Engineering, manufacturing and construction","Doctoral or equivalent level  (ISCED2011 level 8)",2017,26.402,""
"964","Greece","T","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.822,""
"965","Greece","F","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.304,""
"966","Greece","M","Agriculture, forestry, fisheries and veterinary","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.562,""
"967","Greece","T","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.413,""
"968","Greece","F","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.131,""
"969","Greece","M","Agriculture, forestry, fisheries and veterinary","Master’s or equivalent level (ISCED2011 level 7)",2017,1.807,""
"970","Greece","T","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.238,""
"971","Greece","F","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.372,""
"972","Greece","M","Agriculture, forestry, fisheries and veterinary","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.128,""
"973","Greece","T","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.833,""
"974","Greece","F","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,14.59,""
"975","Greece","M","Health and welfare","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.899,""
"976","Greece","T","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,9.963,""
"977","Greece","F","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,11.976,""
"978","Greece","M","Health and welfare","Master’s or equivalent level (ISCED2011 level 7)",2017,7.146,""
"979","Greece","T","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,25.36,""
"980","Greece","F","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,27.521,""
"981","Greece","M","Health and welfare","Doctoral or equivalent level  (ISCED2011 level 8)",2017,23.598,""
"982","Greece","T","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,3.904,""
"983","Greece","F","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,2.772,""
"984","Greece","M","Services","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,5.518,""
"985","Greece","T","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.577,""
"986","Greece","F","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.542,""
"987","Greece","M","Services","Master’s or equivalent level (ISCED2011 level 7)",2017,1.625,""
"988","Greece","T","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.025,""
"989","Greece","F","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.898,""
"990","Greece","M","Services","Doctoral or equivalent level  (ISCED2011 level 8)",2017,2.128,""
"991","Hungary","T","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"992","Hungary","F","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"993","Hungary","M","Generic programmes and qualifications","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,0,""
"994","Hungary","T","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"995","Hungary","F","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"996","Hungary","M","Generic programmes and qualifications","Master’s or equivalent level (ISCED2011 level 7)",2017,0,""
"997","Hungary","T","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"998","Hungary","F","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"999","Hungary","M","Generic programmes and qualifications","Doctoral or equivalent level  (ISCED2011 level 8)",2017,0,""
"1000","Hungary","T","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,17.483,""
"1001","Hungary","F","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,25.782,""
"1002","Hungary","M","Education","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,4.225,""
"1003","Hungary","T","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,14.958,""
"1004","Hungary","F","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,17.968,""
"1005","Hungary","M","Education","Master’s or equivalent level (ISCED2011 level 7)",2017,10.81,""
"1006","Hungary","T","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,3.343,""
"1007","Hungary","F","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,5.497,""
"1008","Hungary","M","Education","Doctoral or equivalent level  (ISCED2011 level 8)",2017,1.471,""
"1009","Hungary","T","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.658,""
"1010","Hungary","F","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,11.235,""
"1011","Hungary","M","Arts and humanities","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,7.14,""
"1012","Hungary","T","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,7.907,""
"1013","Hungary","F","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,8.659,""
"1014","Hungary","M","Arts and humanities","Master’s or equivalent level (ISCED2011 level 7)",2017,6.871,""
"1015","Hungary","T","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,16.028,""
"1016","Hungary","F","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.165,""
"1017","Hungary","M","Arts and humanities","Doctoral or equivalent level  (ISCED2011 level 8)",2017,17.647,""
"1018","Hungary","T","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,9.846,""
"1019","Hungary","F","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,10.81,""
"1020","Hungary","M","Social sciences, journalism and information","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,8.304,""
"1021","Hungary","T","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,11.463,""
"1022","Hungary","F","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,14.179,""
"1023","Hungary","M","Social sciences, journalism and information","Master’s or equivalent level (ISCED2011 level 7)",2017,7.719,""
"1024","Hungary","T","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,14.356,""
"1025","Hungary","F","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,16.49,""
"1026","Hungary","M","Social sciences, journalism and information","Doctoral or equivalent level  (ISCED2011 level 8)",2017,12.5,""
"1027","Hungary","T","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,22.981,""
"1028","Hungary","F","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,24.562,""
"1029","Hungary","M","Business, administration and law","Bachelor’s or equivalent level (ISCED2011 level 6)",2017,20.455,""
"1030","Hungary","T","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,25.397,""
"1031","Hungary","F","Business, administration and law","Master’s or equivalent level (ISCED2011 level 7)",2017,26.653,""
